16 24 75.616352
16 25 78.855543
16 26 82.194429
16 27 85.626547
16 28 89.140780
16 29 92.721368
16 30 96.348644
16 31 100.000000

17 0 0.000000
17 1 4.326883
17 2 8.613632
17 3 12.822984
17 4 16.923161
17 5 20.889497
17 6 24.705284
17 7 28.361569
17 8 31.856790
17 9 35.195633
17 10 38.387782
17 11 41.446965
17 12 44.389576
17 13 47.234056
17 14 50.000000
17 15 52.707463
17 16 55.376474
17 17 58.026685
17 18 60.676819
17 19 63.344625
17 20 66.046244
17 21 68.795951
17 22 71.605769
17 23 74.484989
17 24 77.439778
17 25 80.473004
17 26 83.583656
17 27 86.766825
17 28 90.013738
17 29 93.312180
17 30 96.646782
17 31 100.000000

18 0 0.000000
18 1 4.720340
18 2 9.388525
18 3 13.956595
18 4 18.384322
18 5 22.641482
18 6 26.708447
18 7 30.575837
18 8 34.243353
18 9 37.718200
18 10 41.013174
18 11 44.145109
18 12 47.133687
18 13 50.000000
18 14 52.765944
18 15 55.453354
18 16 58.083528
18 17 60.676819
18 18 63.252456
18 19 65.828019
18 20 68.419516
18 21 71.040760
18 22 73.703232
18 23 76.415899
18 24 79.184822
18 25 82.013027
18 26 84.900354
18 27 87.843269
18 28 90.835233
18 29 93.866803
18 30 96.926234
18 31 100.000000

19 0 0.000000
19 1 5.165994
19 2 10.263542
19 3 15.230489
19 4 20.016082
19 5 24.583644
19 6 28.911139
19 7 32.989906
19 8 36.822620
19 9 40.420647
19 10 43.801450
19 11 46.986657
19 12 50.000000
19 13 52.866313
19 14 55.610424
19 15 58.256457
19 16 60.827341
19 17 63.344625
19 18 65.828019
19 19 68.295535
19 20 70.763050
19 21 73.244252
19 22 75.750487
19 23 78.290548
19 24 80.870538
19 25 83.493953
19 26 86.161393
19 27 88.870686
19 28 91.617082
19 29 94.393618
19 30 97.191346
19 31 100.000000

20 0 0.000000
20 1 5.680105
20 2 11.269112
20 3 16.685748
20 4 21.865867
20 5 26.765899
20 6 31.362526
20 7 35.650043
20 8 39.636585
20 9 43.340280
20 10 46.785440
20 11 50.000000
20 12 53.013343
20 13 55.854891
20 14 58.553035
20 15 61.134738
20 16 63.624842
20 17 66.046244
20 18 68.419516
20 19 70.763050
20 20 73.092895
20 21 75.422798
20 22 77.763928
